Date Announced (dateann),Unique DEAL ID (master_deal_no),Target Name (tmanames),Acquiror Name (amanames),Acquiror is a Financial Sponsor (Yes/No Flag) (afinancial),Acquiror is a Leverage Buyout Firm (albofirm),Acquiror is a Limited Partnership Flag (alp),Deal Attitude (attitude),Deals is a Divestiture Flag (divest),Division (division),Form of transaction (form),Percentage of consideration paid in cash (pct_cash),Percentage of consideration paid in other then cash or stock (p,Percentage of consideration paid in stock (pct_stk),Percentage of consideration which is unknown (pct_unknown),Percentage of Shares Sought (psought),Percentage of Shares Acquiror is Seeking to Own After Transacti,Related Deals Flag (rd),Deal is a Repurchase Flag (repurch),Source of Funds Borrowing Flag (sfbor),Source of Funds Common Stock Issue Flag (sfcom),Financing via Internal Corporate Funds Flag (sfcorp),Financing via Debt Securities Flag (sfdebt),Financing via Line of Credit Flag (sflc),Deal Status (status),Ranking Value incl Net Debt of Target (USD Mil) (rankval),TR Acquiror Industry Description (atf_mid_desc),TR Target Industry Description (ttf_mid_desc),TR Acquiror Macro Description (atf_macro_desc),TR Target Macro Description (ttf_macro_desc),Acquiror Nation (anation),Acquiror Nation Code (anationcode),Target Nation (tnation),Target Nation Code (tnationcode),Target Public Status (tpublic),Acquiror Public Status (apublic),deal_value,Enterprise Value ($mil) (entval),Equity Value ($mil) (eqval),Price Per Share (pr),Target Sales LTM ($mil) (salesltm),Target EBIT LTM ($mil) (ebitltm),Target Pre-Tax Income LTM ($mil) (ptincltm),Target Net Income LTM ($mil) (niltm),Target Net Assets ($mil) (netass),Target Total Assets ($mil) (tass),Target Cash Flow LTM ($mil) (cashflow),Target Book Value ($mil) (bookvalue),Target Common Equity ($mil) (commonequity),Target Earnings Per Share ($mil) (epsltm),Target Closing Stock Price 1 day Prior to Deal Announcement Day,Target Closing Stock Price 1 week Prior to Deal Announcement Da,Target Closing Stock Price 4 weeks Prior to Deal Announcement D,Consideration Offered (considoff),Consideration Sought (considsought),Vix,Interest rates,GDP growth,Healthcare growth,Covid19 
26.10.2016,3025370040,Hettich Labinstrument AB,ADDvise Group AB,No,No,No,Friendly,Yes,No,Merger,25,23.5,51.5,0,100,100,No,No,No,No,No,No,No,0,2.241,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Sweden,SW,Sweden,SW,Sub.,Public,2.241,2.145,2.368,,5.379,0.393,0.3,0.3,0.4,1.8,0.4,,0.371,,,,,"Cash, Newly Issued Ord Sh, Earnout","Stock, Stock, Stock",14,0.75,1.6,4.8,0
31.10.2014,2692001040,BASO Precision Optics Ltd,Kee Taiwan Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,9,9,No,No,No,No,No,No,No,0,2.3,Semiconductors,Healthcare Equipment & Supplies,High Technology,Healthcare,Taiwan,TW,Taiwan,TW,Priv.,Sub.,2.3,26.072,26.072,,16.847,0.896,-2.2,-2.5,4.9,13.7,1.499,0.2,4.869,-0.1435,,,,"Cash Only, Cash Only",Stock,16.6,0.25,2.5,5.5,0
12.02.2016,2926741040,CREATE MEDIC CO LTD,CREATE MEDIC CO LTD,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,3.1,3.1,No,Yes,No,No,No,No,No,0,2.333,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,2.333,50.56,74.572,7.78,86.08,5.813,5.8,3.2,112.1,152.2,8.582,11.7,112.135,0.3288,7.718,7.605,7.595,"Cash Only, Cash Only",Ordinary Share,14,0.75,1.6,4.8,0
20.07.2021,3776033040,Ghiaroni & C Srl,Investor Group,No,No,No,Friendly,Yes,No,Acq. Maj. Int.,0,100,0,0,80,80,No,No,No,No,No,No,No,0,2.36,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Italy,IT,Italy,IT,Sub.,Priv.,2.36,2.677,3.053,,5.305,0.404,0.4,0.3,1.1,3.4,0.446,,1.055,,,,,"Cash Only, Cash Only",Stock,17.2,0.25,5.7,3.9,0
14.07.2022,3949761040,Safegard Med (Hungary) Kft,Sharps Technology Inc,No,No,No,Friendly,Yes,No,Acq. of Assets,0,100,0,0,100,100,No,No,No,No,No,No,No,0,2.5,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,Hungary,HU,Sub.,Public,2.5,,,,0.084,0.153,0.1,0.1,,1.1,0.192,,0.796,,,,,Ordinary Share,Assets,22.5,4.25,2.1,4.5,0
28.04.2021,3734758040,Solco Biomedical Co Ltd,Investor Group,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,9.4,9.4,No,No,No,No,No,No,No,0,2.695,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,2.695,41.894,28.277,0.45,20.59,2.26,1.1,1.1,31,51.6,3.136,0.5,30.632,0.0248,0.352,0.351,0.348,Cash Only,Convertible Bond,17.2,0.25,5.7,3.9,0
28.09.2018,3296811040,Cowealth Med Hldg Co Ltd,Cowealth Med Hldg Co Ltd,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,3.2,3.2,No,Yes,No,No,Yes,No,No,0,2.708,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,China,CH,China,CH,Public,Public,2.708,106.952,89.46,1.35,114.36,11.432,16.5,8.4,63.9,137.4,15.335,1,61.887,0.135,1.354,1.338,1.386,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
27.11.2014,2739359040,Digital Optics Co Ltd,Ktb Invest & Sec Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,6.4,6.4,No,No,No,No,No,No,No,0,2.73,Brokerage,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Public,2.73,52.13,47.381,7.59,87.109,8.846,8,6,59.4,114.4,14.895,10.5,59.397,1.0985,7.456,7.443,8.057,"Cash Only, Cash Only",Convertible Bond,16.6,0.25,2.5,5.5,0
20.02.2014,2611226040,Hironic Co Ltd,Able Leader Holdings Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,100,0,0,0,7.7,7.7,No,No,No,No,No,No,No,0,2.799,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Hong Kong,HK,South Korea,SK,Public,Priv.,2.799,28.496,33.559,16.51,12.722,3.367,3.2,2.9,7.5,8.9,3.446,3.8,7.532,1.4674,18.311,18.291,17.102,"Cash Only, Cash Only",Newly Issued Ord Sh,16.6,0.25,2.5,5.5,0
03.04.2023,4061815040,Henniker Scientific Ltd,Judges Scientific PLC,No,No,No,Friendly,No,No,Merger,78.26,21.74,0,0,100,100,No,No,No,No,No,No,No,0,2.837,Other Industrials,Healthcare Equipment & Supplies,Industrials,Healthcare,United Kingdom,UK,United Kingdom,UK,Priv.,Public,2.837,1.193,2.837,,2.172,0.418,0.4,0.4,2,2.2,0.423,,1.973,,,,,"Cash, Earnout","Stock, Stock",21.7,5.33,2.9,7.5,0
28.03.2023,4059439040,Anteryon International BV,China Wafer Level CSP Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,6.6,81.1,No,No,No,No,No,No,No,0,2.915,Professional Services,Healthcare Equipment & Supplies,Consumer Products and Services,Healthcare,China,CH,Netherlands,NT,Sub.,Public,2.915,40.292,43.715,,,2.49,2.4,2.9,13.6,21,3.219,,13.596,,,,,Cash Only,Stock,21.7,5.33,2.9,7.5,0
25.10.2017,3188183040,ITL Ltd,ITL Ltd,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,9.9,9.9,No,Yes,No,No,No,No,No,0,2.936,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Australia,AU,Australia,AU,Public,Public,2.936,31.304,69.048,,26.727,3.016,2.7,2.6,13.5,21.3,3.679,0.1,13.534,0.0269,0.303,0.314,0.318,"Cash Only, Cash Only",Ordinary Share,11,1.5,2.4,4.6,0
17.10.2018,3331421040,Philosys Co Ltd,Undisclosed Acquiror,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,,,No,No,No,No,No,No,No,0,3.002,Brokerage,Healthcare Equipment & Supplies,Financials,Healthcare,Unknown,UN,South Korea,SK,Priv.,Priv.,3.002,85.771,79.965,,19.849,4.364,3.8,,16.9,36.8,5.31,,4.769,,,,,"Cash Only, Cash Only",Stock,15.5,2.5,2.9,4.4,0
27.06.2017,3165253020,Biostage Inc,First Pecos LLC,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,24.9,24.9,No,No,No,No,No,No,No,1,3.056,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,United States,US,United States,US,Public,Priv.,3.056,,,,0.082,-12.702,-12.9,-12.9,1.5,8,-12.238,0,1.523,-0.6915,0.315,0.325,0.28,"Cash Only, Cash Only",Common Stock,11,1.5,2.4,4.6,0
28.10.2015,2815416040,Sentek Ltd,SDI PLC,No,No,No,Friendly,No,No,Acq. of Assets,0,100,0,0,100,100,No,No,No,No,No,No,No,0,3.061,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United Kingdom,UK,United Kingdom,UK,Priv.,Public,3.061,,,,4.222,1.261,1.3,1,2.1,2.6,1.281,,2.088,,,,,"Cash Only, Cash Only",Assets,16.9,0.25,3.1,5.5,0
05.01.2024,4180574040,Avita Corp,Ching Chan Optical Tech Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,100,0,0,0,20,20,No,No,No,No,No,No,No,0,3.194,Machinery,Healthcare Equipment & Supplies,Industrials,Healthcare,Taiwan,TW,Taiwan,TW,Public,Public,3.194,33.897,50.105,1.35,28.651,0.485,1.4,1.4,29,40.4,2.469,0.8,28.951,0.038,1.192,1.198,1.187,Cash Only,Ordinary Share,15.5,4.5,2.8,7,0
14.02.2024,4196976040,CREATE MEDIC CO LTD,CREATE MEDIC CO LTD,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,No,No,No,0,3.316,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,3.316,25.903,61.285,,90.025,4.959,7.9,6.2,104.6,131.1,9.472,12.1,104.575,0.6942,5.916,6.013,6.014,Cash Only,Ordinary Share,15.5,4.5,2.8,7,0
02.02.2021,3699879040,London Medical Laboratory Ltd,Thalassa Holdings Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,,,No,No,No,No,No,No,No,0,3.415,Building/Construction & Engineering,Healthcare Equipment & Supplies,Industrials,Healthcare,British Virgin,BV,United Kingdom,UK,Priv.,Public,3.415,,,,17.235,4.976,4.9,4.2,3.5,9.3,5.111,,3.507,,,,,"Cash Only, Cash Only",Stock,17.2,0.25,5.7,3.9,0
20.05.2021,3742606040,Kolen Co Ltd,Meritz Securities Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,0.7,0.7,No,No,No,No,No,No,No,1,3.416,Brokerage,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Public,3.416,496.989,469.47,6.24,25.649,-23.318,-45.4,-45.4,-3.4,54,-13.513,0,-3.421,-0.7211,1.46,1.145,1.233,"Cash, Cash, Cash, Cash","Convertible Bond, Convertible Bond, Convertible Bond, Convertible Bond",17.2,0.25,5.7,3.9,0
03.12.2015,2842757040,Panagene Inc,Investor Group,No,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,3.9,12.2,No,No,No,No,No,No,No,0,3.444,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,3.444,97.311,86.766,3.3,4.438,0.525,-0.8,-0.8,6.8,20.8,1.357,0.3,6.759,-0.0306,3.672,3.448,3.893,"Cash Only, Cash Only",Ordinary Share,16.9,0.25,3.1,5.5,0
17.11.2014,2696512040,Sapporo Clinical Laboratory,Sapporo Clinical Laboratory,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,13.1,13.1,No,Yes,No,No,No,No,No,0,3.482,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,3.482,5.548,29.496,6.96,152.273,7.638,7.2,4.2,55,81.7,10.692,13.8,54.952,1.0498,7.053,7.107,7.763,"Cash Only, Cash Only",Ordinary Share,16.6,0.25,2.5,5.5,0
30.05.2024,4241571040,Kolon Pharma Co Ltd,Kolon Corp,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,5.5,38.8,No,No,No,No,No,No,No,0,3.627,Textiles & Apparel,Healthcare Equipment & Supplies,Consumer Staples,Healthcare,South Korea,SK,South Korea,SK,Priv.,Public,3.627,98.69,75.927,,82.69,164.13,0.6,0.2,17,72.5,,,17.027,,,,,Cash Only,Stock,15.5,4.5,2.8,7,0
20.07.2021,3777705040,Bredent GmbH & Co KG,BayBG Byrsch Btlgngslschft mbH,Yes,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,,,No,No,No,No,No,No,No,0,3.657,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,Germany,WG,Germany,WG,Priv.,Priv.,3.657,,,,,2.128,1.9,1.5,5.7,21.6,2.741,,5.658,,,,,"Cash Only, Cash Only",Stock,17.2,0.25,5.7,3.9,0
05.08.2024,4268161040,Osteonic Co Ltd,NH Investment & Securities Co,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,4.2,4.2,No,No,No,No,No,No,No,0,3.667,Brokerage,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Public,3.667,88.12,86.583,4.27,22.542,4.511,3.3,4.3,38.9,58,6.721,2,38.855,0.2231,3.538,3.585,3.759,Cash Only,Convert Exch Bond,15.5,4.5,2.8,7,0
24.10.2014,2708438040,Ing. Burgatti SpA,Elettronica Bio Medicale Srl,No,No,No,Friendly,No,No,Acq. Maj. Int.,0,0,0,100,51,51,Yes,No,No,No,No,No,No,0,3.675,Professional Services,Healthcare Equipment & Supplies,Consumer Products and Services,Healthcare,Italy,IT,Italy,IT,Priv.,Sub.,3.675,6.058,7.206,,5.856,0.613,0.2,0,0.7,6.2,0.79,,0.722,,,,,"Cash, Cash Only",Stock,16.6,0.25,2.5,5.5,0
20.08.2024,4275111040,Mico Biomed Co Ltd,Gemtech Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,6,6,No,No,No,No,No,No,No,1,3.755,Metals & Mining,Healthcare Equipment & Supplies,Materials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,3.755,62.197,57.039,1.36,5.237,-16.966,-21,-21,17.3,30.9,-15.4,0.4,16.1,-0.5808,2.268,1.314,1.01,Cash Only,Newly Issued Ord Sh,15.5,4.5,2.8,7,0
28.02.2023,4047300040,Cogstate Ltd,Cogstate Ltd,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,No,No,No,0,3.764,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Australia,AU,Australia,AU,Public,Public,3.764,147.983,175.982,,42.594,5.133,4.8,3.7,33.8,54.9,7.641,0.2,33.795,0.0208,0.949,1.113,1.404,Cash Only,Ordinary Share,21.7,5.33,2.9,7.5,0
16.03.2022,3889212040,GTG Wellness Co Ltd,Iris Fund,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,19.9,19.9,No,No,No,No,No,No,No,1,4.03,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,4.03,45.125,20.516,0.94,13.199,-9.574,-8.2,-8.2,12.1,39.6,-8.379,0.7,12.091,-0.4958,0.991,0.653,1.145,Cash Only,Convertible Bond,22.5,4.25,2.1,4.5,0
14.08.2019,3441647040,DVx Inc,DVx Inc,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,5.1,5.1,No,Yes,No,No,No,No,No,0,4.045,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,4.045,27.946,78.79,7.36,382.226,333.472,11.3,7.8,67.8,178.1,335.559,6.3,67.752,0.7174,7.317,7.454,7.356,"Cash Only, Cash Only",Ordinary Share,13.8,1.75,2.3,4.6,0
14.08.2019,3441743040,DVx Inc,DVx Inc,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,5.1,5.1,No,Yes,No,No,No,No,No,0,4.045,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,4.045,27.946,78.79,7.36,382.226,333.472,11.3,7.8,67.8,178.1,335.559,6.3,67.752,0.7174,7.317,7.454,7.356,"Cash Only, Cash Only",Ordinary Share,13.8,1.75,2.3,4.6,0
13.03.2017,3079775040,Bionime Corp,Bionime Corp,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,3.2,3.2,No,Yes,No,No,Yes,No,No,0,4.093,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Taiwan,TW,Taiwan,TW,Public,Public,4.093,154.248,124.198,2.05,53.649,7.966,6.6,5.5,79.7,143.2,12.837,1.3,79.744,0.0869,2.046,2.021,1.914,"Cash Only, Cash Only",Ordinary Share,11,1.5,2.4,4.6,0
20.03.2018,3226216040,Sincere Corp,Sincere Corp,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,10.2,10.2,No,Yes,No,No,No,No,No,0,4.236,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,4.236,32.967,39.099,6.05,38.547,2.374,3,1.9,20.7,27.6,2.5,3,20.709,0.2894,,,,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
08.05.2015,2751183040,Bioptik Technology Inc,Bioptik Technology Inc,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,4.9,4.9,No,Yes,No,No,Yes,No,No,0,4.239,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Taiwan,TW,Taiwan,TW,Public,Public,4.239,116.359,133.803,2.64,13.869,1.501,1,0.6,39.3,45.2,2.205,0.8,38.794,0.0141,2.644,2.983,3.025,"Cash Only, Cash Only",Ordinary Share,16.9,0.25,3.1,5.5,0
28.11.2019,3483554040,Philosys Co Ltd,Philosys Healthcare Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,,,No,No,No,No,No,No,No,0,4.25,Telecommunications Equipment,Healthcare Equipment & Supplies,Telecommunications,Healthcare,South Korea,SK,South Korea,SK,Priv.,Public,4.25,128.626,122.486,,19.849,4.364,3.8,,16.9,36.8,5.31,,4.769,,,,,"Cash Only, Cash Only",Stock,13.8,1.75,2.3,4.6,0
22.04.2021,3732046040,Kolen Co Ltd,Meritz Securities Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,15.4,15.4,No,No,No,No,No,No,No,1,4.253,Brokerage,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Public,4.253,497.825,470.306,6.24,25.649,-23.318,-45.4,-45.4,-3.4,54,-13.513,0,-3.421,-0.7211,1.276,1.025,0.864,"Cash, Cash, Cash, Cash, Cash","Convertible Bond, Convertible Bond, Convertible Bond, Convertible Bond, Convertible Bond",17.2,0.25,5.7,3.9,0
22.04.2021,3732055040,Kolen Co Ltd,Meritz Securities Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,0.9,0.9,No,No,No,No,No,No,No,1,4.253,Brokerage,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Public,4.253,497.825,470.306,6.24,25.649,-23.318,-45.4,-45.4,-3.4,54,-13.513,0,-3.421,-0.7211,1.276,1.025,0.864,"Cash, Cash, Cash, Cash, Cash","Convertible Bond, Convertible Bond, Convertible Bond, Convertible Bond, Convertible Bond",17.2,0.25,5.7,3.9,0
16.06.2016,2971953040,Response Biomedical Corp,1077801 BC Ltd,No,No,No,Friendly,No,No,Acq. Rem. Int.,100,0,0,0,49.9,100,No,No,No,Yes,No,No,No,0,4.299,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Canada,CA,Canada,CA,Public,Sub.,4.299,8.465,8.557,0.87,10.84,0.216,-0.2,-0.2,-1.3,7.7,0.985,-0.1,-1.306,-0.022,0.573,0.589,0.58,"Cash Only, Cash Only",Common Stock,14,0.75,1.6,4.8,0
26.03.2019,3370376040,Osteonic Co Ltd,Kiwoom Aion Kosdaq Scale Up,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,10.4,10.4,No,No,No,No,No,No,No,0,4.42,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,4.42,38.395,43.011,4.49,8.158,0.122,-5.8,-6,25.6,39.5,0.975,3,25.59,-0.7557,4.212,4.257,4.176,"Cash Only, Cash Only",Convertible Bond,13.8,1.75,2.3,4.6,0
02.10.2015,2810112020,Span-America Medical Systems,Span-America Medical Systems,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,8.7,8.7,No,Yes,No,No,Yes,No,No,0,4.57,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,4.57,46.156,52.316,17.49,46.568,3.587,3.9,2.7,28.6,35.1,4.505,9.5,28.56,0.9091,17.6,17.25,17.7,"Cash Only, Cash Only",Common Stock,16.9,0.25,3.1,5.5,0
31.05.2023,4098906040,Vi Tri Medical AB,Asker Healthcare Group AB,No,No,No,Friendly,No,No,Merger,0,100,0,0,100,100,No,No,No,No,No,No,No,0,4.598,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Sweden,SW,Sweden,SW,Priv.,Sub.,4.598,4.609,4.609,,3.518,0.36,0.4,0.3,0.9,1.8,0.361,,0.932,,,,,Unspecified,Stock,21.7,5.33,2.9,7.5,0
24.01.2018,3208078040,Sls Bio Co Ltd,Nosquest Corp,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,10,10,No,No,No,No,No,No,No,0,4.634,Biotechnology,Healthcare Equipment & Supplies,Healthcare,Healthcare,South Korea,SK,South Korea,SK,Public,Sub.,4.634,52.921,46.34,,8.112,0.536,-2.9,-3,-0.8,9.2,1.532,-0.1,-0.776,-0.5091,7.99,7.48,5.33,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
09.03.2018,3332321040,Philosys Co Ltd,Kai-Otc Fund No. 2,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,9.7,9.7,No,No,No,No,No,No,No,0,4.66,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Priv.,Priv.,4.66,54.657,48.504,,19.849,4.364,3.8,,16.9,36.8,5.31,,4.769,,,,,"Cash Only, Cash Only",Stock,15.5,2.5,2.9,4.4,0
24.12.2021,3852698040,GTG Wellness Co Ltd,Bayside Private Eq Co Ltd,Yes,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,18.4,18.4,No,No,No,No,No,No,No,1,4.673,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,4.673,42.848,20.949,1.09,13.199,-9.574,-8.2,-8.2,12.1,39.6,-8.379,0.7,12.091,-0.4958,1.704,1.886,2.344,"Cash, Cash","Newly Issued Ord Sh, Newly Issued Ord Sh",17.2,0.25,5.7,3.9,0
12.12.2018,3345367040,Sonar Oy,ADDvise Group AB,No,No,No,Friendly,No,No,Merger,74.42,25.58,0,0,100,100,No,No,No,Yes,Yes,No,No,0,4.865,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Sweden,SW,Finland,FN,Priv.,Public,4.865,4.614,5.158,,7.724,0.541,0.5,0.4,2,3.6,0.551,,2.018,,,,,"Cash, Earnout","Stock, Stock",15.5,2.5,2.9,4.4,0
27.07.2016,3007887020,LeMaitre Vascular Inc,LeMaitre Vascular Inc,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,Yes,No,No,1,5,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,5,,,,82.155,13.133,13.4,9.4,82.9,95.5,16.667,4.5,82.85,0.5169,14.41,14.28,13.92,"Cash Only, Cash Only",Common Stock,14,0.75,1.6,4.8,0
30.11.2018,3318671040,Hb Healthcare Ltd,Resmed Inc,No,No,No,Friendly,No,No,Acq. Maj. Int.,0,100,0,0,,,No,No,No,No,No,No,No,0,5,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,South Korea,SK,Priv.,Public,5,,,,49.132,0.689,0.5,0.2,8.8,16.8,0.749,,8.789,,,,,"Cash Only, Cash Only",Stock,15.5,2.5,2.9,4.4,0
17.06.2019,3441777040,Doxa AB,Adma Forvaltnings AB,No,No,No,Friendly,No,No,Acq. Maj. Int.,100,0,0,0,70.1,100,No,No,No,No,No,No,No,0,5.02,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Sweden,SW,Sweden,SW,Public,Priv.,5.02,16.763,18.043,0.32,1.895,1.007,1,1,1.9,2.9,1.153,0,1.947,0.0175,0.231,0.228,0.256,"Cash Only, Cash Only",Ordinary Share,13.8,1.75,2.3,4.6,0
19.09.2017,3155475040,Selenium Medical SASU,Investor Group,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,,,No,No,No,No,No,No,No,0,5.021,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,France,FR,France,FR,Priv.,Priv.,5.021,,,,4.268,0.275,-0.1,0.2,1.3,5.6,0.684,,1.312,,,,,"Cash Only, Cash Only",Stock,11,1.5,2.4,4.6,0
12.03.2024,4211603040,Ibex Med Sys Co Ltd,Investor Group,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,,,No,No,No,No,No,No,No,0,5.035,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Priv.,Priv.,5.035,,,,5.566,0.457,0.3,0.3,4.3,10.4,1.126,,4.455,,,,,Cash Only,Stock,15.5,4.5,2.8,7,0
29.05.2020,3581231020,Hamilton Thorne Ltd,Undisclosed Acquiror,No,No,No,Friendly,No,No,Acq. Part. Int.,137.61,-37.61,0,0,4.6,4.6,No,No,No,No,No,No,No,0,5.087,Brokerage,Healthcare Equipment & Supplies,Financials,Healthcare,Unknown,UN,United States,US,Public,Priv.,5.087,,140.437,1.1,35.806,3.654,2.3,1.4,37.9,60,6.03,0.3,37.931,0.0116,0.887,0.822,0.809,Cash Only,Common Stock,26.9,0.25,-3.4,9.7,1
02.09.2022,4034735040,JHS Svendgaard Lab Ltd,Investor Group,No,No,No,Friendly,No,No,Acq. Part. Int.,100,0,0,0,18.1,18.1,No,No,No,No,No,No,No,1,5.175,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,India,IN,India,IN,Public,Priv.,5.175,27.935,28.177,0.33,11.364,-1.04,0,-0.6,25.7,29.2,-0.111,0.4,24.493,-0.0082,0.294,0.293,0.287,Cash Only,Warrants,22.5,4.25,2.1,4.5,0
